File,Club,Pitch,Code,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,annual_rainfall,rain_days,crest_url
Ireland,Clashmore / Kinsalebeg,,,52.00588,-7.820753,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.00588,-7.820753",https://twitter.com/ckgaaclub,39,1233,248,https://www.oneills.com/media/catalog/category/ClashmoreKinsalebeg-Banner.png
Ireland,Claughaun,,,52.659329,-8.594507,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.659329,-8.594507",https://twitter.com/claughaungaa,20,1166.5,263,https://www.oneills.com/media/catalog/category/claughaun-clg.png
Ireland,Clerihan,,,52.409059,-7.747596,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.409059,-7.747596",,90,985.1,247,https://www.oneills.com/media/catalog/category/clerihangaa-79_1.png
Europe,Clermont Gaels,Stadium Camille Edmond LeclanchÃ©,,45.8081524,3.1106646,Clermont,France,Clermont,France,"https://maps.google.com/?daddr=45.8081524,3.1106646",https://twitter.com/clermontgfc,335,999.4381868,229,https://www.oneills.com/media/catalog/category/Tir-Chonaill-Gaels.png
USA,Cleveland GAA,,,41.3224074,-81.630717,Heartland Division,United States,Ohio,Heartland Division,"https://maps.google.com/?daddr=41.322407, -81.630717",https://twitter.com/clevelandgaelic,260,1237.480716,238,https://www.oneills.com/media/catalog/category/Cleveland-St-Pats-St-Jarlaths-Icon-Updated.png
Ireland,CLG an CheathrÃº Ruaidh,PÃ¡irc an ChathÃ¡naigh,,53.25718,-9.60288,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.25718,-9.60288",https://twitter.com/clgancrua,12,1445,286,https://www.oneills.com/media/catalog/category/CLG-An-Spideal_1.png
Ireland,CLG An SpidÃ©al,PhÃ¡irc an Athar Mhic Suibhne,,53.24675,-9.280149,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.24675,-9.280149",https://twitter.com/clg_anspideal,14,1279.7,282,https://www.oneills.com/media/catalog/category/CLG-B_al-an-Mhuirthead-banner-icon.png
Ireland,CLG CÃ¡rna-Caiseal,,,53.323377,-9.83014,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.323377,-9.83014",https://twitter.com/clgcarnacaiseal,14,1619.3,286,https://www.oneills.com/media/catalog/category/CLG-Chill-Chartha-Icon-png.png
Ireland,CLG Laochra Loch Lao,SpÃ³rtlann na hÃ‰ireann,,54.591348,-5.9685765,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.591348,-5.9685765",https://twitter.com/lamhdheargclg,16,977.478022,278,https://www.oneills.com/media/catalog/category/CraobhRuaCamlocha-Banner.png
Ireland,CLG Mhaigh Cuilinn,PÃ¡irc Mhaigh Cuilinn,,53.359543,-9.17501,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.359543,-9.17501",https://twitter.com/maighcuilinn,16,1308,272,https://www.oneills.com/media/catalog/category/CLG-Ghleann-Fhinne-Banner-Icon.png
Ireland,CLG Mhaigh Cuilinn,PÃ¡irc Mhaigh Cuilinn,,53.359543,-9.17508,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.359543,-9.17508",https://twitter.com/maighcuilinn,16,1308,272,https://www.oneills.com/media/catalog/category/CLG-Ghleann-Fhinne-Banner-Icon.png
Ireland,CLG MichÃ¡el Breathnach,,,53.2477,-9.36834,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.2477,-9.36834",https://twitter.com/clgmb,21,1445,286,https://www.oneills.com/media/catalog/category/CLG-Na-Cealla-Beaga.png
Ireland,"CLG Naomh Anna, Leitir MÃ³ir",Cumann Peile Naomh Anna,,53.278277,-9.660098,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.278277,-9.660098",https://twitter.com/naomhanna,2,1446.1,260,https://www.oneills.com/media/catalog/category/CLG-Tromaire-Banner-Icon.png
Ireland,CLG OileÃ¡in Ãrann,PÃ¡irc Peil Inis OÃ­rr,,53.064163,-9.52225,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.064163,Â¬â€ -9.52225",https://twitter.com/clgoileainarann,6,1499.4,280,https://www.oneills.com/media/catalog/category/CLG-an-Tearmainn-ICON.png
Ireland,CLG OileÃ¡in Ãrann,Pairc Einne Inis MÃ³r,,53.105884,-9.655201,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.105884,-9.655201",https://twitter.com/clgoileainarann,0,1225.2,259,https://www.oneills.com/media/catalog/category/CLG-an-Tearmainn-ICON.png
Ireland,Clogherinkoe,,,53.390088,-6.996707,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.390088,-6.996707",https://twitter.com/clogherinkoegaa,88,851.4,255,
Ireland,Clonad,,,52.99382,-7.296167,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.99382,-7.296167",https://twitter.com/clonadgaa,108,860.6,253,
Ireland,Clonakenny,,,52.886502,-7.818085,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.886502,-7.818085",,130,954.3,253,
Ireland,Clonakilty,,,51.621193,-8.925509,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.621193,-8.925509",https://twitter.com/clongaa,24,1507.6,257,https://www.oneills.com/media/catalog/category/Clonakilty-GAA-Icon.png
Ireland,Clonard GAA,,,52.338369,-6.478375,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.338369,-6.478375",https://twitter.com/clonard_gaa,46,1132.3,259,https://www.oneills.com/media/catalog/category/clonard-gaa_2_2.png
Ireland,Clonard GAA,St. Finian's Park,,53.450314,-7.022092,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.450314,-7.022092",https://twitter.com/clonardgaameath,73,884.4,254,https://www.oneills.com/media/catalog/category/clonard-gaa_2_2.png
Ireland,Clonaslee/St Manmans,,,53.151351,-7.526209,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.151351,-7.526209",,108,980.5,250,
Ireland,Clonberne/Kilkerrin,Fr. Stephen's Park,,53.557538,-8.64998,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.557538,-8.64998",https://twitter.com/KilClonGAA,75,1059.7,260,
Ireland,Clonboney,,,52.797771,-9.413488,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.797771,-9.413488",https://twitter.com/clooneyquingaa,67,1464.7,265,
Ireland,Clonbullogue,,,53.262843,-7.083279,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.262843,-7.083279",,69,880.6,256,https://www.oneills.com/media/catalog/category/clonbullogue-gaa_1.png
Ireland,Clondegad,,,52.720212,-9.06338,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.720212,-9.06338",https://twitter.com/clondegadf,23,1142.3,267,https://www.oneills.com/media/catalog/category/Clondegad-GAA.png
Ireland,Clondrohid,,,51.929723,-9.019467,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.929723,-9.019467",https://twitter.com/clondrohidgaa,147,1495.2,253,https://www.oneills.com/media/catalog/category/Clondrohid-ICON.png
Ireland,Clonduff GAA,Clonduff Park,,54.200228,-6.135352,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.200228,-6.135352",https://twitter.com/clonduffgac,104,980.9876374,287,
Ireland,Clonea Power,,,52.280672,-7.44549,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.280672,-7.44549",https://twitter.com/CloneaGAA,72,1333.3,239,https://www.oneills.com/media/catalog/category/CLONEA-ICON.png
Ireland,Clonee GAA,,,52.622628,-6.481072,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.622628,-6.481072",,98,1065.1,252,https://www.oneills.com/media/catalog/category/Erin-Go-Bragh-GAA-Clonee-ICON.png
Ireland,Cloneen,,,52.868445,-7.16704,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.868445,-7.16704",https://twitter.com/cloneengaa,147,934.8,261,
Ireland,Clones ,St Tiernach's Park,,54.18566,-7.23398,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.18566,-7.23398",https://twitter.com/ClonesGAA,59,987.7,264,
Ireland,Clongeen GAA,,,52.304883,-6.764832,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.304883,-6.764832",,67,1206.1,246,https://www.oneills.com/media/catalog/category/Clongeen.png
Ireland,Clonguish,Allen Park,Mixed,53.76046,-7.830908,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.76046,-7.830908",https://twitter.com/clonguishgaa,54,983.7,280,https://www.oneills.com/media/catalog/category/Clonguish-GAAIconBanner2022.png
Ireland,Clonkill,,,53.572446,-7.273672,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.572446,-7.273672",https://twitter.com/clonkillcc,116,953,264,https://www.oneills.com/media/catalog/category/ClonkillH_CC-Banner.png
Ireland,Clonlara,,,52.719602,-8.5576,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.719602,-8.5576",https://twitter.com/clonlaragaaclub,18,1166.5,263,
Ireland,Clonmel Commercials,Clonmel GAA Grounds,,52.353285,-7.713145,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.353285,-7.713145",https://twitter.com/commercialsgaa,23,1039.4,248,https://www.oneills.com/media/catalog/category/COMMERCIALSIconBanner2022.png
Ireland,Clonmel Ã“g,Ned Hall Park,,52.362318,-7.706142,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.362318,-7.706142",https://twitter.com/clonmel_og,29,1039.4,248,https://www.oneills.com/media/catalog/category/ST-PAULS-CLONMELLON.png
Ireland,Clonmore,,,52.854258,-6.569956,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.854258,-6.569956",https://twitter.com/clonmoregfc,173,999.5,259,
Ireland,Clonmore Harps,,,53.374428,-7.140655,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.374428,-7.140655",https://twitter.com/harpsclonmore,75,878.2,259,https://www.oneills.com/media/catalog/category/Eastern-Harps-GAA-Banner-Icon.png
Ireland,Clonoulty-Rossmore,,,52.61214,-7.956057,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.61214,-7.956057",,93,913.3,252,
Ireland,Clontarf GAA,"Pitch 34/35, St. Anne's Park",,53.369546,-6.184341,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.369546,-6.184341",https://twitter.com/clontarfgaaclub,15,931.7,241,https://www.oneills.com/media/catalog/category/ClontarfGAA-Banner.png
Ireland,Clontibret O'Neills,PÃ¡irc UÃ­ NÃ©ill,,54.21854,-6.844842,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.21854,-6.844842",https://twitter.com/clontibretclg,61,886.8,258,
Ireland,Cloonacool GAA,Cloonacool GAA Community Field,,54.115352,-8.757838,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.115352,-8.757838",https://twitter.com/cloonacoolgaa,76,1341.9,293,
Ireland,Cloone GAA,,,53.934862,-7.787234,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.934862,-7.787234",https://twitter.com/cloonegaa,52,1084.3,272,https://www.oneills.com/media/catalog/category/cloonegaa-28_1.png
Ireland,Clooney Gaels,Fr. McGuigan Park,,54.82385,-6.387777,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.82385,-6.387777",https://twitter.com/ahoghillgaa,115,926.9395604,290,https://www.oneills.com/media/catalog/category/St-James-Gaels.png
Ireland,Clooney Quin,,,52.836566,-8.856063,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.836566,-8.856063",https://twitter.com/clonbony_gaa,37,1216.8,265,
Ireland,Clough Ballacolla,The Hawthorn,,52.881749,-7.451694,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.881749,-7.451694",https://twitter.com/clough_bcolla,93,845.6,244,https://www.oneills.com/media/catalog/category/cloughduv-camogie-icon.png
Ireland,Cloughaneely GAA,PÃ¡irc Naomh FionnÃ¡n,,55.140639,-8.098203,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.140639,-8.098203",https://twitter.com/clgcloughaneely,44,1622.846154,308,
Ireland,Cloughbawn GAA,,,52.467568,-6.73189,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.467568,-6.73189",https://twitter.com/cloughbawn,88,1143.3,239,https://www.oneills.com/media/catalog/category/CloughbawnGAA-Icon.png
Ireland,Cloughduv,,,51.84916,-8.783821,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.84916,-8.783821",https://twitter.com/cloughduvhurlin,57,1282.3,239,https://www.oneills.com/media/catalog/category/cloughduv-gaa.png
Ireland,Clounmacon,,,52.481912,-9.423117,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.481912,-9.423117",,33,1309.7,275,https://www.oneills.com/media/catalog/category/Clounmacon-Banner.png
Ireland,Cloyne,,,51.865344,-8.121082,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.865344,-8.121082",https://twitter.com/cloynegaa,22,1248.6,259,https://www.oneills.com/media/catalog/category/CLOYNE-ICON.png
Ireland,Club IomÃ¡naÃ­ochta Bearna / Na Forbacha,,,53.25906,-9.208531,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.25906,-9.208531",https://twitter.com/barnafurboutd,28,1279.7,282,https://www.oneills.com/media/catalog/category/Shrule-Glencorrib-GAA-Club.png
Ireland,Clyda Rovers,,,52.082217,-8.629404,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.082217,-8.629404",https://twitter.com/clydaroversgaa,104,1279.5,259,https://www.oneills.com/media/catalog/category/clyda_rover_2IconBannerTemplate.png
Australasia,Coastal Breakers GFC,"Tom Bateman Reserve, Thornlie",,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,https://www.oneills.com/media/catalog/category/bally-teague-gfc-IconBannerTemplate.png
Ireland,Cobh,,,51.856385,-8.285338,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.856385,-8.285338",https://twitter.com/cobhgaa15,82,1248.3,249,https://www.oneills.com/media/catalog/category/Cobh-GAA-Banner.png
Ireland,Coill Dubh,,,53.294468,-6.821423,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.294468,-6.821423",https://twitter.com/coilldubhgaa,84,866.9,251,
Ireland,Colligan / Emmets,,,52.157802,-7.68594,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.157802,-7.68594",https://twitter.com/colligangaa,149,1537.6,257,https://www.oneills.com/media/catalog/category/THUMBNAIL-COLLIGAN.png
Ireland,Colmcille,Fr. McGee Park,Football,53.824735,-7.614641,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.824735,-7.614641",https://twitter.com/colmcillegaa,138,1050.2,277,https://www.oneills.com/media/catalog/category/Gaeil-Colmcille-C.L.G-Kells-banner-icon.png
USA,Columbia Red Branch,Westmoreland Park,,45.470639,-122.640966,North Western Division,United States,Oregon,North Western Division,"https://maps.google.com/?daddr=45.470639,-122.640966",https://twitter.com/seattlegaels,17,1572.717631,189,https://www.oneills.com/media/catalog/category/THUMBNAIL-REDMOND.png
Ireland,Commercials Hurling Club,,Hurling,53.285001,-6.459471,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.285001,-6.459471",https://twitter.com/commercialshur1,108,944.3,257,https://www.oneills.com/media/catalog/category/Sixmilebridge-GAA-Club-Banner.png
Ireland,"Con Magee's GAA, Glenravel",Fr. Maginn Park,,54.984596,-6.186593,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.984596,-6.186593",https://twitter.com/con_magee,178,1189.85989,299,https://www.oneills.com/media/catalog/category/Icon-png-al-reem.png
Ireland,Conahy Shamrocks,,,52.720434,-7.2918,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.720434,-7.2918",https://twitter.com/conahyshamrocks,64,909.3,247,https://www.oneills.com/media/catalog/category/Shamrocks-LGFA-Banner-Icon.png
Ireland,Confey,,,53.374551,-6.481888,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.374551,-6.481888",https://twitter.com/confeygaa,56,770.8,245,https://www.oneills.com/media/catalog/category/CONFEYGRN.png
Ireland,Connacht GAA,Connacht GAA Centre of Excellence,,53.7755259,-8.8514479,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.7755259,-8.8514479",https://twitter.com/ConnachtGAA,99,1230.1,280,
Ireland,Connacht GAA,Connacht GAA Air Dome,,53.7742604,-8.8537795,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.7742604,-8.8537795",https://twitter.com/ConnachtGAA,99,1230.1,280,
Ireland,Coolaney/Mullinabreena GAA,Nace O'Dowd Park,,54.09545,-8.66044,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.09545,-8.66044",https://twitter.com/CoolMbreenaGAA,59,1341.9,293,
Ireland,Coolboy GAA,Coolboy Community Field,,52.76524,-6.427029,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.76524,-6.427029",,131,1101.1,251,
Ireland,Coolderry,,,53.014039,-7.844491,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.014039,-7.844491",https://twitter.com/coolderrygaa,94,1022.6,270,https://www.oneills.com/media/catalog/category/COOLDERRY-icon.png
Ireland,Coolera/Strandhill,Ransboro Park,,54.24474,-8.5423,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.24474,-8.5423",https://twitter.com/cul_strand_gaa,37,1281.5,291,
Ireland,Cooley Kickhams,Fr. Mc Evoy Park,,54.010047,-6.169273,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=54.010047,-6.169273",https://twitter.com/cooleykickhams,38,961.6,251,
Ireland,Coolkenno GAA,,,52.778053,-6.6228,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.778053,-6.6228",,112,952.2,256,https://www.oneills.com/media/catalog/category/Coolkenno-GAA-Banner-Icon.png
Ireland,Coolmeen,,,52.666744,-9.222128,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.666744,-9.222128",https://twitter.com/coolmeengaa,36,1296.4,272,https://www.oneills.com/media/catalog/category/COOLMEEN-GAA-CREST---ICON.png
Ireland,Cooraclare,,,52.696885,-9.426514,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.696885,-9.426514",https://twitter.com/cooraclaregaa,39,1352.7,279,
Ireland,Cootehill Celtic,Hugh O'Reilly Park,,54.072479,-7.079643,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.072479,-7.079643",https://twitter.com/cootehill1celt,97,962.5370879,282,https://www.oneills.com/media/catalog/category/Icon-png-celtic-afc.png
Europe,Copenhagen GAA,Artillerivej 190,,55.646544,12.5655188,Copenhagen,Denmark,Copenhagen,Denmark,"https://maps.google.com/?daddr=55.646544,12.5655188",https://twitter.com/copenhagengaa,2,623.0068681,215,
Ireland,Coralstown/Kinnegad,,,53.4611,-7.103726,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.4611,-7.103726",https://twitter.com/crookedwoodgaa,73,884.4,254,
Great Britain,Corby O'Rahilly's GAA,Rockingham Road,,52.501718,-0.69616372,Warwickshire,England,Corby,Warwickshire,"ttps://maps.google.com/?daddr=52.5017187,-0.6961637",,117,776.1263736,241,
Ireland,Cordal,,,52.221787,-9.382273,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.221787,-9.382273",https://twitter.com/cordalgaa,70,1303.3,276,https://www.oneills.com/media/catalog/category/Cordal-GAA-Banner-Icon.png
Ireland,Corduff Gaels,PÃ¡irc Eoghain UÃ­ MhearÃ¡in,,54.010197,-6.82086,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.010197,-6.82086",https://twitter.com/corduffgaa,176,933.8,260,https://www.oneills.com/media/catalog/category/Jumeirah-Gaels-ICON.png
Ireland,Cork GAA,PÃ¡irc UÃ­ Chaoimh,,51.899808,-8.435337,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.899808,-8.435337",,3,1322.5,239,https://www.oneills.com/media/catalog/category/Eire-Og-Camogie-Club-Cork-Crest.png
Ireland,Cork GAA,PÃ¡irc UÃ­ Rinn,,51.891391,-8.439308,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.891391,-8.439308",,28,1322.5,239,https://www.oneills.com/media/catalog/category/Eire-Og-Camogie-Club-Cork-Crest.png
Ireland,Corlough GAA,PÃ¡irc ChorlaÃ­,,54.118056,-7.747799,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.118056,-7.747799",https://twitter.com/corloughgfc,84,1153.660714,295,
Australasia,Cormac McAnallens,"Monarch Oval, Ingleburn",,-33.996418,150.881139,New South Wales,Australia,Sydney,Sydney,"https://maps.google.com/?daddr=-33.996418,150.881139",https://twitter.com/themacs3,45,964.9436813,201,https://www.oneills.com/media/catalog/category/Kilcormac-Killoughey-Camogie-Crest.png
Ireland,Cornafean GAA,PÃ¡irc Naomh FionnÃ¡n,,53.9504,-7.49461,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.9504,-7.49461",https://twitter.com/cornafeangaa,67,997.4326923,293,https://www.oneills.com/media/catalog/category/Cornafean-LGFA.png
Ireland,Corofin,,,52.944964,-9.066768,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.944964,-9.066768",https://twitter.com/corofingaaclub,21,1162,260,https://www.oneills.com/media/catalog/category/Corofin-GAA-Galway-Banner-Icon.png
Ireland,Corofin GAA,,,53.43737,-8.8605,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.43737,-8.8605",https://twitter.com/CorofinGAA,33,1203.9,277,https://www.oneills.com/media/catalog/category/Category-Thumbnail-corofin.png
Ireland,Cortoon Shamrocks,Brownsgrove GAA Pitch,,53.56547,-8.799351,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.56547,-8.799351",https://twitter.com/cortoonshamrock,77,1180.6,263,https://www.oneills.com/media/catalog/category/strabane-shamrocks.png
Ireland,Cortown GAA,,,53.684191,-6.851621,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.684191,-6.851621",https://twitter.com/cortowngfc,61,891.4,251,
Europe,"Costa Gaels, Marbella",Marbella Rugby Club,,36.5065985,-4.8346335,Marbella,Spain,Marbella,Spain,"https://maps.google.com/?daddr=36.5065985,-4.8346335",https://twitter.com/costagaels,15,787.0563187,117,https://www.oneills.com/media/catalog/category/COSTA-ICON.png
Ireland,Courcey Rovers,,,51.663705,-8.594291,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.663705,-8.594291",https://twitter.com/courceysgaa,17,1361,263,https://www.oneills.com/media/catalog/category/erins-rovers-chicago.png
Ireland,Courtwood,Kilbracken,,53.103835,-7.083775,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.103835,-7.083775",https://twitter.com/courtwoodgaa,66,815.9,248,https://www.oneills.com/media/catalog/category/Icon-courtwood.png
Ireland,Craanford Fr. O'Regans,,,52.677789,-6.391762,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.677789,-6.391762",https://twitter.com/froreganscford,99,1075,239,
Ireland,Craobh ChiarÃ¡in GAA,Clonslaugh Pitch,,53.408895,-6.198839,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.408895,-6.198839",https://twitter.com/craobhchiarain,37,931.7,241,https://www.oneills.com/media/catalog/category/craobhphadraighgaasydney-01-01.png
Ireland,Craobh Rua GAA,Craobh Rua Park,,54.191814,-6.393125,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.191814,-6.393125",https://twitter.com/craobh_rua,69,969.3557692,285,https://www.oneills.com/media/catalog/category/Ruairi-Og-Cushendall-ICON.png
Ireland,Cratloe,,,52.696227,-8.761287,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.696227,-8.761287",https://twitter.com/cratloegaaclub,20,1124.4,269,
Ireland,Craughwell GAA,,,53.2299,-8.73011,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.2299,-8.73011",https://twitter.com/craughwellgaa,25,1142.6,269,https://www.oneills.com/media/catalog/category/Craughwell-Camogie-Banner-Icon.png
Ireland,Crecora/Manister,,,52.57293,-8.664841,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.57293,-8.664841",https://twitter.com/crecoragaa,40,1019.1,257,
Ireland,Creggs GAA,Creggs GAA Pitch,,53.592756,-8.366389,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.592756,-8.366389",https://twitter.com/GaaCreggs,71,1070.4,261,https://www.oneills.com/media/catalog/category/CreggsGAA-Banner.png
Ireland,Cremartin Shamrocks,PÃ¡irc Na SeamrÃ³ige,,54.160081,-6.81535,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.160081,-6.81535",https://twitter.com/cremartingaa,113,953.4,258,https://www.oneills.com/media/catalog/category/shamrocksgaaIconBannerTemplate2022.png
Ireland,Crettyard,,,52.865801,-7.105656,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.865801,-7.105656",https://twitter.com/gaacrettyard,190,934.8,261,https://www.oneills.com/media/catalog/category/crettyard.png
Ireland,Crinkle,,,53.076882,-7.891026,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.076882,-7.891026",,66,980.7,266,
Australasia,Croabh Phadraigh Sydney,"Monarch Oval, Ingleburn",,-33.996418,150.881139,New South Wales,Australia,Sydney,Sydney,"https://maps.google.com/?daddr=-33.996418,150.881139",https://twitter.com/cppats,45,964.9436813,201,https://www.oneills.com/media/catalog/category/youngirelandsydney.png
Ireland,Croagh/Kilfinny,PÃ¡irc an Chrocaigh,,52.532638,-8.860404,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.532638,-8.860404",https://twitter.com/croaghkilfnygaa,28,1030.8,252,
Europe,Croatian Celts,"Mamutica Building, Novi Zagreb",,45.770528,15.9947365,Zagreb,Croatia,Zagreb,Croatia,"https://maps.google.com/?daddr=45.770528,21726044",,120,1012.072802,175,https://www.oneills.com/media/catalog/category/arabianceltsgaa.png
Ireland,CroÃ­ RÃ³ Naofa,,,53.276753,-6.384296,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.276753,-6.384296",https://twitter.com/croironaofagaa,104,1097.4,250,https://www.oneills.com/media/catalog/category/CroiRoNaofa-Banner.png
Ireland,Cromane,,,52.103138,-9.899237,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.103138,-9.899237",https://twitter.com/realtnamaraclg,19,1395.7,279,https://www.oneills.com/media/catalog/category/Cromane-Ladies-GFC.png
Ireland,Crookedwood,,,53.602106,-7.283256,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.602106,-7.283256",,107,953,264,https://www.oneills.com/media/catalog/category/crookedwoodcamogieclub_1.png
